site_name_norm,imps,clicks,actions,spend,ctr,atr,cpc,cpa,vendor_impression_count,vendor_viewability_score
nerf-this.com,72,0,0,0.207,0.0000000000,0.0000000000,0,0,48,45.83
ox-d.display-now.com,7128,4,43,13.369,0.0005611672,0.0060325477,3.342,0.311,7471,28.27
newyork.cbslocal.com,712,0,8,4.814,0.0000000000,0.0112359551,0,0.602,693,21.93
fb-0.hidden.zynga.com,712,0,1,1.964,0.0000000000,0.0014044944,0,1.964,585,8.03
pinger.com,71,1,1,0.375,0.0140845070,0.0140845070,0.375,0.375,68,22.06
137321.appnexus,71,0,1,0.225,0.0000000000,0.0140845070,0,0.225,35,68.57
toysrus.com,70,0,4,0.693,0.0000000000,0.0571428571,0,0.173,55,14.55
rx7club.com,70,0,2,0.450,0.0000000000,0.0285714286,0,0.225,69,33.33
autotraderclassics.com,70,0,2,0.403,0.0000000000,0.0285714286,0,0.202,78,35.9
rmgtravel2.microsoftadvertisingexchange.com,70,0,2,0.182,0.0000000000,0.0285714286,0,0.091,76,22.37
justdwl.net,70,0,1,0.475,0.0000000000,0.0142857143,0,0.475,67,25.37
tvbythenumbers.zap2it.com,70,0,1,0.242,0.0000000000,0.0142857143,0,0.242,62,40.32
ad-emea.doubleclick.net,70,0,1,0.135,0.0000000000,0.0142857143,0,0.135,53,35.85
163070-69740-bizo.com,70,0,0,0.657,0.0000000000,0.0000000000,0,0,58,41.38
34st.com,70,0,0,0.425,0.0000000000,0.0000000000,0,0,43,53.49
thedoghousediaries.com,70,0,0,0.275,0.0000000000,0.0000000000,0,0,61,26.23
weirdasianews.com,70,0,0,0.217,0.0000000000,0.0000000000,0,0,60,25.0
buffyguide.com,7,0,3,0.048,0.0000000000,0.4285714286,0,0.016,6,33.33
arsenalist.com,7,0,2,0.039,0.0000000000,0.2857142857,0,0.020,5,40.0
halloween.holidayscentral.com,7,0,2,0.020,0.0000000000,0.2857142857,0,0.010,11,9.09
witl.com,7,0,2,0.018,0.0000000000,0.2857142857,0,0.009,7,14.29
e46fanatics.com,7,0,2,0.018,0.0000000000,0.2857142857,0,0.009,8,25.0
discuss.today.com,7,0,1,0.053,0.0000000000,0.1428571429,0,0.053,8,50.0
ads.netcommunities.com,7,0,1,0.050,0.0000000000,0.1428571429,0,0.050,8,75.0
events.activedayton.com,7,0,1,0.049,0.0000000000,0.1428571429,0,0.049,6,83.33
mycommunitynow.com,7,0,1,0.048,0.0000000000,0.1428571429,0,0.048,6,33.33
blog.babygizmo.com,7,0,1,0.039,0.0000000000,0.1428571429,0,0.039,5,20.0
momgenerations.com,7,0,1,0.031,0.0000000000,0.1428571429,0,0.031,8,25.0
pezcyclingnews.com,7,0,1,0.026,0.0000000000,0.1428571429,0,0.026,6,66.67
quotationsbook.com,7,0,1,0.026,0.0000000000,0.1428571429,0,0.026,6,16.67
pbcommercial.com,7,0,1,0.022,0.0000000000,0.1428571429,0,0.022,5,20.0
secondcitystyle.com,7,0,1,0.021,0.0000000000,0.1428571429,0,0.021,5,60.0
sailingworld.com,7,0,1,0.020,0.0000000000,0.1428571429,0,0.020,7,42.86
gulte.com,7,0,1,0.019,0.0000000000,0.1428571429,0,0.019,6,50.0
zzstream.org,7,0,1,0.006,0.0000000000,0.1428571429,0,0.006,4,75.0
divavillage.com,7,0,0,0.083,0.0000000000,0.0000000000,0,0,11,36.36
am-news.com,7,0,0,0.080,0.0000000000,0.0000000000,0,0,7,14.29
thebeautygirl.com,7,0,0,0.075,0.0000000000,0.0000000000,0,0,7,14.29
gadgetvenue.com,7,0,0,0.069,0.0000000000,0.0000000000,0,0,4,50.0
oxfordpress.com,7,0,0,0.065,0.0000000000,0.0000000000,0,0,5,80.0
bikeradar.com,7,0,0,0.063,0.0000000000,0.0000000000,0,0,8,50.0
ifyoumakeit.com,7,0,0,0.063,0.0000000000,0.0000000000,0,0,7,42.86
motortopia.com,7,0,0,0.063,0.0000000000,0.0000000000,0,0,7,14.29
search.alot.com,7,0,0,0.063,0.0000000000,0.0000000000,0,0,8,37.5
krmg.com,7,0,0,0.062,0.0000000000,0.0000000000,0,0,6,66.67
i101fm.com,7,0,0,0.061,0.0000000000,0.0000000000,0,0,5,40.0
wthitv.com,7,0,0,0.056,0.0000000000,0.0000000000,0,0,8,12.5
planetpals.com,7,0,0,0.052,0.0000000000,0.0000000000,0,0,7,14.29
huskieshockeyclub.com,7,0,0,0.051,0.0000000000,0.0000000000,0,0,7,28.57
coastfm.com,7,0,0,0.049,0.0000000000,0.0000000000,0,0,7,28.57
quarterback.rtsports.com,7,0,0,0.048,0.0000000000,0.0000000000,0,0,6,16.67
frugallysustainable.com,7,0,0,0.048,0.0000000000,0.0000000000,0,0,6,33.33
ktul.com,7,0,0,0.048,0.0000000000,0.0000000000,0,0,7,14.29
gamerant.com,7,0,0,0.047,0.0000000000,0.0000000000,0,0,13,7.69
westcoaster.net,7,0,0,0.047,0.0000000000,0.0000000000,0,0,7,28.57
athlonsports.com,7,0,0,0.047,0.0000000000,0.0000000000,0,0,13,23.08
gradesaver.com,7,0,0,0.047,0.0000000000,0.0000000000,0,0,11,54.55
rightwingnews.com,7,0,0,0.046,0.0000000000,0.0000000000,0,0,21,9.52
topcouponstoday.com,7,0,0,0.046,0.0000000000,0.0000000000,0,0,11,9.09
stlouis.cityvoter.com,7,0,0,0.045,0.0000000000,0.0000000000,0,0,7,85.71
wboc.com,7,0,0,0.045,0.0000000000,0.0000000000,0,0,4,75.0
tamparacing.com,7,0,0,0.044,0.0000000000,0.0000000000,0,0,4,25.0
mie.greenvilleonline.com,7,0,0,0.044,0.0000000000,0.0000000000,0,0,3,66.67
psychofactz.com,7,0,0,0.043,0.0000000000,0.0000000000,0,0,19,31.58
wwf-zdc.zyngawithfriends.com,7,0,0,0.043,0.0000000000,0.0000000000,0,0,6,100.0
ox.popcap.com,7,0,0,0.043,0.0000000000,0.0000000000,0,0,7,14.29
1063thegroove.com,7,0,0,0.042,0.0000000000,0.0000000000,0,0,5,60.0
grizzlyriders.com,7,0,0,0.042,0.0000000000,0.0000000000,0,0,5,80.0
shawhockey.org,7,0,0,0.042,0.0000000000,0.0000000000,0,0,5,20.0
hothardware.com,7,0,0,0.041,0.0000000000,0.0000000000,0,0,5,60.0
boxofficemojo.com,7,0,0,0.040,0.0000000000,0.0000000000,0,0,7,14.29
blogs.courier-journal.com,7,0,0,0.040,0.0000000000,0.0000000000,0,0,6,50.0
uk.hardware.info,7,0,0,0.039,0.0000000000,0.0000000000,0,0,7,85.71
blogs.news-leader.com,7,0,0,0.039,0.0000000000,0.0000000000,0,0,9,22.22
snowboardingforum.com,7,0,0,0.039,0.0000000000,0.0000000000,0,0,5,40.0
postingandtoasting.com,7,0,0,0.039,0.0000000000,0.0000000000,0,0,5,20.0
grandprixforums.net,7,0,0,0.038,0.0000000000,0.0000000000,0,0,7,42.86
kizi.com,7,0,0,0.038,0.0000000000,0.0000000000,0,0,5,100.0
wgow.com,7,0,0,0.038,0.0000000000,0.0000000000,0,0,6,16.67
newegg.com,7,0,0,0.038,0.0000000000,0.0000000000,0,0,6,66.67
search.dailyherald.com,7,0,0,0.037,0.0000000000,0.0000000000,0,0,7,28.57
upload2.com,7,0,0,0.035,0.0000000000,0.0000000000,0,0,7,42.86
lamborghini-talk.com,7,0,0,0.035,0.0000000000,0.0000000000,0,0,4,50.0
leavenworthtimes.com,7,0,0,0.035,0.0000000000,0.0000000000,0,0,48,14.58
volvoforums.com,7,0,0,0.034,0.0000000000,0.0000000000,0,0,5,20.0
itsybitsyfoodies.com,7,0,0,0.034,0.0000000000,0.0000000000,0,0,7,14.29
4gifs.tumblr.com,7,0,0,0.034,0.0000000000,0.0000000000,0,0,3,33.33
blog.swagbucks.com,7,0,0,0.034,0.0000000000,0.0000000000,0,0,6,33.33
northbrook.suntimes.com,7,0,0,0.034,0.0000000000,0.0000000000,0,0,7,42.86
ninersnation.com,7,0,0,0.034,0.0000000000,0.0000000000,0,0,6,16.67
calendar.dailycamera.com,7,0,0,0.034,0.0000000000,0.0000000000,0,0,7,71.43
linuxforums.org,7,0,0,0.034,0.0000000000,0.0000000000,0,0,2,50.0
diablo.incgamers.com,7,0,0,0.033,0.0000000000,0.0000000000,0,0,8,50.0
partialobjects.com,7,0,0,0.033,0.0000000000,0.0000000000,0,0,7,28.57
economictimes.indiatimes.com,7,0,0,0.033,0.0000000000,0.0000000000,0,0,10,10.0
celticsblog.com,7,0,0,0.033,0.0000000000,0.0000000000,0,0,6,16.67
b100.net,7,0,0,0.033,0.0000000000,0.0000000000,0,0,5,20.0
maximumble.thebookofbiff.com,7,0,0,0.033,0.0000000000,0.0000000000,0,0,7,28.57
laurassweetspot.com,7,0,0,0.032,0.0000000000,0.0000000000,0,0,7,28.57
fh.suntimes.com,7,0,0,0.032,0.0000000000,0.0000000000,0,0,7,57.14
highschoolsports.suntimes.com,7,0,0,0.031,0.0000000000,0.0000000000,0,0,7,14.29
alligatorarmy.com,7,0,0,0.031,0.0000000000,0.0000000000,0,0,4,25.0
123291.appnexus,7,0,0,0.031,0.0000000000,0.0000000000,0,0,5,40.0
